timestamp,open,high,low,close,volume
2025-11-03 11:00:00,3675.99,3705.99,3673.04,3699.52,10954.9783
2025-11-03 11:05:00,3699.51,3706.21,3694.02,3701.52,5864.3676
2025-11-03 11:10:00,3701.52,3705.56,3696.4,3696.4,3518.0468
2025-11-03 11:15:00,3696.4,3724.97,3696.33,3709.31,4445.7496
2025-11-03 11:20:00,3709.31,3710.03,3698.07,3698.98,1310.3198
2025-11-03 11:25:00,3698.98,3708.7,3697.08,3706.5,1407.966
2025-11-03 11:30:00,3706.5,3709.19,3700.63,3702.37,743.2584
2025-11-03 11:35:00,3702.37,3706.72,3696.87,3705.51,948.9396
2025-11-03 11:40:00,3705.52,3711.37,3705.13,3710.89,564.6219
2025-11-03 11:45:00,3710.89,3718.45,3709.59,3718.26,1411.0823
2025-11-03 11:50:00,3718.26,3719.09,3710.44,3715.83,1170.428
2025-11-03 11:55:00,3715.84,3715.84,3709.1,3711.68,839.9268
2025-11-03 12:00:00,3711.68,3719.73,3709.05,3714.6,2206.1037
2025-11-03 12:05:00,3714.6,3715.38,3705.0,3714.58,1962.1753
2025-11-03 12:10:00,3714.59,3727.5,3714.33,3722.78,1883.7235
2025-11-03 12:15:00,3722.78,3728.64,3722.77,3725.54,1203.046
2025-11-03 12:20:00,3725.54,3728.0,3721.46,3721.87,1391.0941
2025-11-03 12:25:00,3721.87,3726.92,3719.41,3726.0,1450.3352
2025-11-03 12:30:00,3725.99,3726.55,3717.94,3718.6,918.7198
2025-11-03 12:35:00,3718.61,3720.53,3712.51,3716.45,2097.6529
2025-11-03 12:40:00,3716.45,3719.07,3713.18,3713.75,865.4891
2025-11-03 12:45:00,3713.76,3719.1,3713.65,3718.25,606.8043
2025-11-03 12:50:00,3718.26,3719.09,3713.28,3713.89,460.6883
2025-11-03 12:55:00,3713.9,3714.93,3708.1,3709.34,948.937
2025-11-03 13:00:00,3709.33,3709.33,3703.94,3708.0,1296.1766
2025-11-03 13:05:00,3708.0,3710.49,3699.01,3699.92,1042.1677
2025-11-03 13:10:00,3699.91,3704.24,3693.97,3701.99,2021.5317
2025-11-03 13:15:00,3701.99,3702.0,3696.41,3696.42,1101.737
2025-11-03 13:20:00,3696.42,3700.82,3696.42,3700.2,1095.7898
2025-11-03 13:25:00,3700.2,3716.65,3699.72,3705.63,3947.2188
2025-11-03 13:30:00,3705.64,3721.23,3705.63,3720.79,2289.4945
2025-11-03 13:35:00,3720.79,3723.88,3717.12,3720.07,1392.0483
2025-11-03 13:40:00,3720.07,3721.0,3714.69,3715.62,858.2876
2025-11-03 13:45:00,3715.63,3723.84,3714.16,3721.99,5658.058
2025-11-03 13:50:00,3721.99,3725.98,3713.69,3725.66,6283.9348
2025-11-03 13:55:00,3725.66,3728.77,3720.04,3720.38,1354.7906
2025-11-03 14:00:00,3720.38,3727.54,3720.38,3726.46,3168.2214
2025-11-03 14:05:00,3726.47,3748.64,3726.46,3734.73,9302.0476
2025-11-03 14:10:00,3734.73,3738.31,3729.0,3729.0,16507.679
2025-11-03 14:15:00,3729.0,3729.0,3723.0,3725.59,5620.9927
2025-11-03 14:20:00,3725.59,3729.56,3722.0,3722.32,3502.5271
2025-11-03 14:25:00,3722.38,3726.11,3720.21,3722.76,5937.8312
2025-11-03 14:30:00,3722.76,3725.5,3713.04,3714.89,5222.2588
2025-11-03 14:35:00,3714.89,3727.88,3705.94,3723.42,4252.4433
2025-11-03 14:40:00,3723.41,3723.41,3711.0,3716.0,5497.6497
2025-11-03 14:45:00,3716.0,3728.05,3711.74,3724.21,2579.8933
2025-11-03 14:50:00,3724.21,3732.56,3719.3,3726.32,1884.2155
2025-11-03 14:55:00,3726.33,3735.58,3726.25,3734.62,1734.7007
2025-11-03 15:00:00,3734.63,3739.7,3712.41,3713.9,4098.7872
2025-11-03 15:05:00,3713.9,3718.1,3708.26,3712.68,1603.5442
2025-11-03 15:10:00,3712.68,3714.72,3707.0,3710.15,1473.0346
2025-11-03 15:15:00,3710.14,3710.14,3698.07,3705.52,2228.2724
2025-11-03 15:20:00,3705.53,3705.53,3683.62,3686.41,5749.671
2025-11-03 15:25:00,3686.41,3695.22,3626.32,3636.79,36906.7804
2025-11-03 15:30:00,3636.78,3640.7,3586.0,3608.67,35694.7374
2025-11-03 15:35:00,3608.76,3635.07,3606.01,3631.3,9046.2604
2025-11-03 15:40:00,3631.29,3631.93,3591.32,3602.73,14378.6743
2025-11-03 15:45:00,3602.74,3615.94,3582.29,3583.98,16286.0516
2025-11-03 15:50:00,3583.98,3606.13,3583.73,3591.73,11047.2201
2025-11-03 15:55:00,3591.72,3602.31,3588.18,3588.89,5440.2921
2025-11-03 16:00:00,3588.89,3592.96,3564.13,3567.72,12608.1095
2025-11-03 16:05:00,3567.72,3589.28,3564.84,3579.95,7785.6956
2025-11-03 16:10:00,3579.95,3612.09,3576.78,3607.94,8250.8625
2025-11-03 16:15:00,3607.93,3622.5,3596.18,3621.35,5528.7146
2025-11-03 16:20:00,3621.35,3627.49,3611.0,3620.1,6324.1852
2025-11-03 16:25:00,3620.1,3625.5,3607.18,3613.75,4032.5321
2025-11-03 16:30:00,3613.76,3618.58,3605.81,3606.16,3148.7218
2025-11-03 16:35:00,3606.17,3615.41,3599.55,3605.01,4150.9524
2025-11-03 16:40:00,3605.0,3613.95,3603.06,3607.93,1886.6405
2025-11-03 16:45:00,3607.92,3618.88,3606.55,3609.55,3582.0702
2025-11-03 16:50:00,3609.56,3620.31,3608.5,3613.39,1317.847
2025-11-03 16:55:00,3613.39,3626.27,3612.21,3619.22,2310.5388
2025-11-03 17:00:00,3619.22,3621.32,3612.34,3620.1,2891.4258
2025-11-03 17:05:00,3620.11,3634.47,3620.11,3632.96,4594.5727
2025-11-03 17:10:00,3632.96,3636.06,3627.79,3632.22,2477.599
2025-11-03 17:15:00,3632.23,3643.38,3627.94,3643.38,2416.5907
2025-11-03 17:20:00,3643.37,3669.44,3642.9,3648.1,6392.428
2025-11-03 17:25:00,3648.1,3649.22,3637.02,3640.05,3538.1868
2025-11-03 17:30:00,3640.06,3653.5,3638.64,3651.22,2157.7251
2025-11-03 17:35:00,3651.22,3665.48,3650.0,3660.89,3180.2734
